mark,model,description,fuel,km,year,gearbox,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad,price
RENAULT,Zoe,Business charge normale R90 MY19,Electrique /,21 547 km,/ 2019 /,Automatique,1,0,1,1,1,0,0,15 499 €
RENAULT,Clio,1.6 E-Tech 140ch Zen,Hybride /,39 298 km,/ 2021 /,Automatique,1,1,1,1,0,0,0,15 499 €
PEUGEOT,2008,1.2 PureTech 130ch E6.c Crossway S&S EAT6 6cv,Essence /,37 380 km,/ 2019 /,Automatique,0,1,1,0,1,1,1,15 499 €
PEUGEOT,3008,1.5 BlueHDi 130ch S&S GT Line,Diesel /,54 746 km,/ 2021 /,Manuelle,0,1,1,1,1,0,1,15 499 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,12 540 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,15 499 €
PEUGEOT,208,1.2 PureTech 100ch S&S Style,Essence /,8 444 km,/ 2022 /,Manuelle,1,1,1,1,0,0,1,15 499 €
PEUGEOT,3008,HYBRID 225ch Allure Pack e-EAT8,Hybride /,55 691 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,15 499 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch N-Connecta + Pack Design,Essence M /,35 733 km,/ 2022 /,Manuelle,0,1,1,1,1,1,1,15 499 €
RENAULT,Twingo,0.9 TCe 95ch Intens - 20,Essence /,43 266 km,/ 2021 /,Manuelle,1,0,1,1,0,0,0,15 499 €
CITROEN,C3,1.2 PureTech 83ch S&S Feel Business,Essence /,26 400 km,/ 2021 /,Manuelle,0,0,1,1,1,0,1,15 499 €
PEUGEOT,208,1.2 PureTech 75ch S&S Like,Essence /,11 090 km,/ 2021 /,Manuelle,1,0,1,1,0,0,0,15 499 €
CITROEN,C3,1.2 PureTech 110ch S&S graphic,Essence /,49 003 km,/ 2020 /,Manuelle,0,0,1,1,1,0,1,15 499 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,12 970 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,15 499 €
RENAULT,Twingo,1.0 SCe 65ch Equilibre,Essence /,25 507 km,/ 2022 /,Manuelle,1,0,0,1,1,0,0,12 799 €
CITROEN,C3 Aircross,PureTech 130ch S&S Shine Pack EAT6,Essence /,29 541 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,12 799 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,24 788 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,12 799 €
PEUGEOT,308,1.5 BlueHDi 130ch S&S Allure EAT8,Diesel /,100 km,/ 2024 /,Automatique,1,1,1,0,1,1,1,12 799 €
MINI,Mini,Cooper 136ch Edition Greenwich BVA7,Essence /,19 900 km,/ 2020 /,Automatique,0,0,1,1,1,1,1,12 799 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression,Essence /,7 079 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,12 799 €
CITROEN,C3,1.2 PureTech 83ch S&S Feel Pack,Essence /,37 452 km,/ 2022 /,Manuelle,0,0,1,1,1,0,0,12 799 €
PEUGEOT,208,e-208 136ch Style,Electrique /,24 704 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,12 799 €
DACIA,Sandero,1.0 ECO-G 100ch Stepway Confort,Gpl /,26 794 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,12 799 €
PEUGEOT,3008,1.5 BlueHDi 130ch S&S GT EAT8,Diesel /,79 240 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,12 799 €
RENAULT,Arkana,1.3 TCe 140ch FAP Business EDC,Essence M /,36 967 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,12 799 €
PEUGEOT,208,1.2 PureTech 100ch S&S Style,Essence /,12 047 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,12 799 €
RENAULT,Captur,1.3 TCe 130ch FAP Intens,Essence /,44 715 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,12 799 €
RENAULT,Clio,1.0 TCe 100ch Evolution GPL,Gpl /,14 730 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,12 799 €
PEUGEOT,2008,e-2008 136ch GT,Electrique /,30 685 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,12 799 €
RENAULT,Arkana,1.6 E-Tech 145ch RS Line -21B,Hybride /,41 095 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,12 799 €
RENAULT,Zoe,Intens charge normale R110 Achat Intégral - 20,Electrique /,57 271 km,/ 2020 /,Automatique,1,1,1,1,1,1,0,12 799 €
RENAULT,Clio,1.0 TCe 90ch Business -21N,Essence /,23 654 km,/ 2021 /,Manuelle,1,1,1,1,0,0,1,12 799 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure EAT8 7cv,Essence /,47 500 km,/ 2021 /,Automatique,1,1,1,1,1,0,0,12 799 €
RENAULT,Clio,1.0 TCe 90ch Intens -21,Essence /,52 460 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,12 799 €
CITROEN,C3,1.2 PureTech 83ch S&S Feel Business,Essence /,41 536 km,/ 2021 /,Manuelle,0,0,1,1,1,0,1,12 799 €
PEUGEOT,208,1.2 PureTech 75ch S&S Style,Essence /,19 049 km,/ 2022 /,Manuelle,1,1,1,1,0,0,1,12 799 €
NISSAN,Leaf,109ch 30kWh Acenta,Electrique /,69 158 km,/ 2016 /,Automatique,1,0,1,1,1,0,0,12 799 €
PEUGEOT,208,1.2 PureTech 100ch S&S Style EAT8,Essence /,14 846 km,/ 2023 /,Automatique,1,1,1,1,0,0,1,12 799 €
RENAULT,Twingo,0.9 TCe 95ch Zen,Essence /,18 647 km,/ 2019 /,Manuelle,1,0,0,1,0,0,0,12 799 €
RENAULT,Zoe,Life Achat INTEGRAL charge normale R110 4cv,Electrique /,22 457 km,/ 2020 /,Automatique,1,1,1,1,0,0,0,12 799 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence /,15 258 km,/ 2022 /,Manuelle,1,0,1,1,0,0,1,12 799 €
RENAULT,Twingo,1.0 SCe 65ch Urban Night,Essence /,15 742 km,/ 2022 /,Manuelle,1,0,1,1,1,1,1,12 799 €
NISSAN,Leaf,150ch 40kWh Acenta 21.5,Electrique /,21 995 km,/ 2021 /,Automatique,1,0,1,1,1,1,0,12 799 €
DACIA,Sandero,1.0 TCe 90ch Stepway Expression,Essence /,7 809 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,12 799 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure Pack,Essence /,7 613 km,/ 2023 /,Manuelle,1,1,1,1,1,0,1,22 999 €
PEUGEOT,208,e-208 136ch GT,Electrique /,10 483 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,22 999 €
CITROEN,C3,1.2 PureTech 83ch S&S Feel Business,Essence /,28 427 km,/ 2021 /,Manuelle,0,0,1,1,1,0,1,22 999 €
RENAULT,Zoe,Intens charge normale R110 Achat Intégral - 20,Electrique /,37 580 km,/ 2021 /,Automatique,1,1,1,1,1,1,0,22 999 €
PEUGEOT,308,1.2 PureTech 110ch S&S Active Pack,Essence /,26 719 km,/ 2021 /,Manuelle,1,0,1,1,1,0,1,22 999 €
RENAULT,Captur,1.3 TCe 130ch FAP Business - 20,Essence /,40 394 km,/ 2020 /,Manuelle,1,1,1,1,0,1,1,22 999 €
PEUGEOT,2008,1.5 BlueHDi 130ch S&S GT EAT8 125g,Diesel /,64 803 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,22 999 €
PEUGEOT,3008,1.2 PureTech 130ch S&S Active Pack EAT8,Essence /,5 019 km,/ 2023 /,Automatique,1,1,1,1,1,1,1,22 999 €
PEUGEOT,2008,1.5 BlueHDi 130ch S&S GT Line EAT8 7cv,Diesel /,47 992 km,/ 2020 /,Automatique,1,1,1,1,1,0,0,22 999 €
RENAULT,Kadjar,1.5 Blue dCi 115ch Intens EDC - 21,Diesel /,62 803 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,22 999 €
RENAULT,Twingo,Electric Life R80 Achat Intégral,Electrique /,21 991 km,/ 2021 /,Automatique,1,0,0,0,0,0,0,22 999 €
PEUGEOT,208,1.2 PureTech 100ch S&S Style 118g,Essence /,14 203 km,/ 2022 /,Manuelle,1,1,1,1,0,0,1,22 999 €
RENAULT,Twingo,1.0 SCe 65ch Zen - 21,Essence /,26 139 km,/ 2021 /,Manuelle,1,0,0,1,1,0,0,22 999 €
RENAULT,Twingo,1.0 SCe 65ch Zen - 21,Essence /,34 481 km,/ 2022 /,Manuelle,1,0,0,1,1,0,0,22 999 €
DACIA,Sandero,0.9 TCe 90ch Stepway Easy-R,Essence /,30 507 km,/ 2020 /,Automatique,1,0,1,1,0,0,1,22 999 €
RENAULT,Captur,1.3 TCe mild hybrid 160ch RS Line EDC,Essence M /,8 627 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,22 999 €
RENAULT,Arkana,1.6 E-Tech 145ch RS Line -21B,Hybride /,28 480 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,22 999 €
PEUGEOT,208,1.2 PureTech 130ch S&S Allure EAT8,Essence /,53 538 km,/ 2020 /,Automatique,1,0,1,1,1,0,1,22 999 €
RENAULT,Arkana,1.3 TCe mild hybrid 140ch RS Line EDC -22,Essence M /,20 356 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,22 999 €
RENAULT,Captur,1.6 E-Tech hybride 145ch Evolution,Hybride /,15 800 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,22 999 €
CITROEN,C3 Aircross,PureTech 82ch Feel,Essence /,52 950 km,/ 2018 /,Manuelle,1,0,1,1,0,0,0,22 999 €
RENAULT,Twingo,E-Tech Electric Equilibre R80 Achat Intégral,Electrique /,11 094 km,/ 2022 /,Automatique,1,0,0,1,1,0,0,22 999 €
PEUGEOT,208,1.2 PureTech 130ch S&S Allure Pack EAT8,Essence /,4 465 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,22 999 €
PEUGEOT,308,1.5 BlueHDi 130ch S&S Allure Pack EAT8,Diesel /,18 000 km,/ 2023 /,Automatique,1,1,1,0,1,1,1,22 999 €
DACIA,Sandero,1.0 ECO-G 100ch Stepway Confort -22,Gpl /,33 905 km,/ 2022 /,Manuelle,1,1,1,1,0,0,1,22 999 €
RENAULT,Clio,1.0 TCe 90ch Techno,Essence /,5 571 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,22 999 €
RENAULT,Clio,1.3 TCe 140ch Techno,Essence /,10 897 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,22 999 €
RENAULT,Clio,1.0 TCe 90ch Intens -21,Essence /,24 708 km,/ 2022 /,Manuelle,1,1,1,1,1,0,1,22 999 €
CITROEN,C3 Aircross,PureTech 110ch S&S Feel E6.d 6cv,Essence /,56 731 km,/ 2020 /,Manuelle,1,0,1,1,0,0,0,22 999 €
CITROEN,C3,1.2 PureTech 110ch S&S Shine Pack EAT6,Essence /,13 050 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,22 999 €
CITROEN,C3,1.5 BlueHDi 100ch S&S C-Series E6.d,Diesel /,11 310 km,/ 2023 /,Manuelle,0,0,1,1,1,0,0,15 980 €
CITROEN,C3,1.2 PureTech 110ch S&S C-Series 120-121g,Essence /,13 451 km,/ 2023 /,Manuelle,0,0,1,1,1,0,0,15 980 €
PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence /,5 575 km,/ 2022 /,Manuelle,1,0,1,1,0,0,1,15 980 €
RENAULT,Zoe,Business charge normale R110 - 20,Electrique /,41 526 km,/ 2020 /,Automatique,0,0,1,1,1,1,1,15 980 €
RENAULT,Clio,1.0 TCe 90ch Business -21N,Essence /,18 530 km,/ 2021 /,Manuelle,1,1,1,1,0,0,1,15 980 €
PEUGEOT,208,1.2 PureTech 100ch S&S Style 118g,Essence /,13 223 km,/ 2022 /,Manuelle,1,1,1,1,0,0,1,15 980 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure,Essence /,21 093 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,15 980 €
MINI,Mini,Cooper SE 184ch Yours BVA,Electrique /,54 570 km,/ 2020 /,Automatique,0,0,1,1,1,1,1,15 980 €
RENAULT,Clio,1.0 TCe 100ch Intens,Essence /,49 458 km,/ 2020 /,Manuelle,1,1,1,1,1,0,1,15 980 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure EAT8,Essence /,18 165 km,/ 2022 /,Automatique,0,1,1,1,1,0,1,15 980 €
PEUGEOT,308,1.2 PureTech 130ch E6.3 S&S Allure,Essence /,60 512 km,/ 2019 /,Manuelle,1,0,1,1,1,0,1,15 980 €
PEUGEOT,2008,1.2 PureTech 130ch S&S GT EAT8,Essence /,3 068 km,/ 2023 /,Automatique,1,1,1,1,1,1,1,15 980 €
RENAULT,Captur,1.6 E-Tech hybride 145ch Evolution,Hybride /,13 000 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,15 980 €
RENAULT,Arkana,1.3 TCe 140ch FAP Business EDC,Essence M /,25 032 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,15 980 €
RENAULT,Clio,1.0 SCe 65ch Evolution,Essence /,19 121 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,15 980 €
RENAULT,Clio,1.6 E-Tech hybride 140ch Business -21N,Hybride /,40 539 km,/ 2022 /,Automatique,1,1,1,1,0,0,1,15 980 €
NISSAN,Qashqai,1.3 Mild Hybrid 158ch N-Style Xtronic + roue de secours,Essence M /,56 285 km,/ 2022 /,Automatique,0,1,1,1,1,1,1,15 980 €
PEUGEOT,2008,1.2 PureTech 130ch S&S GT EAT8,Essence /,14 284 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,15 980 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Style EAT8,Essence /,16 188 km,/ 2023 /,Automatique,1,1,1,1,1,0,1,15 980 €
PEUGEOT,208,1.2 PureTech 130ch S&S Allure EAT8,Essence /,51 500 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,15 980 €
RENAULT,Clio,1.5 dCi 90ch energy Air MédiaNav E6C,Diesel /,123 177 km,/ 2019 /,Manuelle,1,0,1,1,0,0,0,15 980 €
PEUGEOT,2008,1.2 PureTech 82ch Active,Essence /,53 239 km,/ 2017 /,Manuelle,1,1,1,0,0,0,0,15 980 €
PEUGEOT,208,1.5 BlueHDi 100ch S&S Active BVM6 Auto-Ecole,Diesel /,32 699 km,/ 2022 /,Manuelle,1,0,1,1,0,0,0,15 980 €
RENAULT,Twingo,E-Tech Electric Intens R80 Achat Intégral - 21MY,Electrique /,37 807 km,/ 2022 /,Automatique,1,0,1,1,1,1,1,15 980 €
FORD,Fiesta,1.25 60ch Ambiente 5p,Essence /,83 000 km,/ 2013 /,Manuelle,1,0,0,0,0,0,0,15 980 €
RENAULT,Scenic,1.2 TCe 130ch energy Intens,Essence /,57 897 km,/ 2017 /,Manuelle,0,1,1,1,1,1,1,15 980 €
PEUGEOT,208,1.2 PureTech 82ch E6.2 Evap Signature 5p,Essence /,57 224 km,/ 2019 /,Manuelle,1,0,1,0,0,0,1,15 980 €
LAND-ROVER,Range Rover Sport,3.0 P510e 510ch PHEV Autobiography,Hybride R /,15 000 km,/ 2023 /,Automatique,0,0,1,1,1,0,1,15 980 €
RENAULT,Clio,1.5 Blue dCi 85ch Business,Diesel /,91 719 km,/ 2019 /,Manuelle,1,1,1,1,0,0,1,15 980 €
SKODA,Fabia,1.0 MPI 60ch Drive 125 ans Euro6d-T 3cv,Essence /,42 200 km,/ 2021 /,Manuelle,1,0,1,1,0,1,1,15 980 €
RENAULT,Zoe,Intens charge normale Type 2,Electrique /,55 516 km,/ 2015 /,Automatique,1,0,1,1,1,1,0,7 979 €
OPEL,Mokka,1.2 Turbo 130ch GS Line,Essence /,7 275 km,/ 2022 /,Manuelle,0,1,1,1,1,1,1,7 979 €
BMW,Serie 1,118dA 150ch M Sport 8cv,Diesel /,78 500 km,/ 2021 /,Automatique,0,1,1,1,1,1,0,7 979 €
RENAULT,Kadjar,1.5 Blue dCi 115ch Business 131g,Diesel /,82 520 km,/ 2020 /,Manuelle,1,0,1,1,1,0,1,7 979 €
RENAULT,Captur,1.0 TCe 90ch Evolution,Essence /,4 500 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,7 979 €
BMW,Serie 5 Touring,520dA xDrive 190ch M Sport Steptronic,Diesel M /,79 061 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,7 979 €
PEUGEOT,2008,1.2 PureTech 130ch S&S GT,Essence /,11 200 km,/ 2022 /,Manuelle,0,1,1,1,1,1,1,7 979 €
FORD,Transit Custom,300 L2H1 2.0 EcoBlue 130 Hybrid Trend Business,Diesel M /,300 km,/ 2022 /,Manuelle,0,0,1,1,0,0,1,7 979 €
PEUGEOT,2008,1.2 PureTech 110ch Urban Cross S&S,Essence /,79 068 km,/ 2016 /,Manuelle,1,1,1,1,0,0,0,7 979 €
DACIA,Sandero,1.0 ECO-G 100ch Stepway,Gpl /,80 546 km,/ 2020 /,Manuelle,1,0,1,1,0,0,1,7 979 €
SUZUKI,Across,2.5 Hybride Rechargeable 306ch Pack 2023,Hybride R /,100 km,/ 2023 /,Automatique,0,1,1,1,1,1,1,7 979 €
TOYOTA,Yaris,120 VVT-i Dynamic 5p MY22,Essence /,15 675 km,/ 2023 /,Manuelle,1,0,1,1,0,1,0,7 979 €
VOLKSWAGEN,T-Roc,2.0 TSI 190ch Carat Exclusive 4Motion DSG7 Euro6d-T,Essence /,68 574 km,/ 2019 /,Automatique,0,0,1,1,1,1,1,7 979 €
PEUGEOT,208,1.2 PureTech 100ch S&S Style 118g,Essence /,11 982 km,/ 2023 /,Manuelle,1,1,1,1,0,0,1,7 979 €
VOLVO,Xc40,D3 AdBlue 150ch Inscription Geartronic 8,Diesel /,94 247 km,/ 2019 /,Automatique,0,1,1,1,1,1,1,7 979 €
PEUGEOT,3008,1.2 PureTech 130ch S&S GT Pack EAT8,Essence /,34 865 km,/ 2021 /,Automatique,0,1,1,1,1,1,1,7 979 €
RENAULT,Clio,1.6 E-Tech 140ch Business -21,Hybride /,43 337 km,/ 2021 /,Automatique,1,1,1,1,0,0,1,7 979 €
TOYOTA,Yaris,116h Design 5p MY21,Hybride /,20 786 km,/ 2021 /,Automatique,1,1,1,1,1,1,0,7 979 €
CITROEN,C3,1.2 PureTech 83ch S&S Feel Pack,Essence /,1 900 km,/ 2022 /,Manuelle,0,0,1,1,1,0,0,7 979 €
MERCEDES,Classe A Berline,180d 116ch AMG Line 8G-DCT,Diesel /,40 679 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,7 979 €
VOLKSWAGEN,Tiguan,2.0 TDI 140ch BlueMotion Technology FAP R Exclusive,Diesel /,103 492 km,/ 2014 /,Manuelle,0,0,1,1,1,1,1,7 979 €
TOYOTA,Yaris,116h Collection MC24,Hybride /,7 km,/ 2024 /,Automatique,0,1,1,1,1,1,1,7 979 €
CITROEN,C3,1.5 BlueHDi 100ch S&S C-Series E6.d,Diesel /,14 321 km,/ 2023 /,Manuelle,0,0,1,1,1,0,0,7 979 €
RENAULT,Captur,1.5 dCi 90ch energy Intens EDC,Diesel /,77 593 km,/ 2017 /,Automatique,1,1,1,1,1,0,1,7 979 €
RENAULT,Captur,1.3 TCe mild hybrid 140ch Techno,Essence M /,2 596 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,7 979 €
PEUGEOT,208,1.2 PureTech 100ch S&S Allure,Essence /,40 142 km,/ 2022 /,Manuelle,1,1,1,1,1,0,1,7 979 €
CITROEN,C3 Aircross,BlueHDi 120ch S&S Feel Pack Business EAT6,Diesel /,99 870 km,/ 2021 /,Automatique,1,1,1,1,0,0,1,7 979 €
PEUGEOT,208,1.5 BlueHDi 100ch S&S Active,Diesel /,34 157 km,/ 2022 /,Manuelle,1,0,1,1,0,0,0,7 979 €
RENAULT,Clio,1.0 TCe 90ch Intens X-Tronic -21N,Essence /,49 246 km,/ 2022 /,Automatique,1,1,1,1,1,0,1,7 979 €
RENAULT,Clio,1.5 Blue dCi 85ch AIR,Diesel /,21 371 km,/ 2020 /,Manuelle,1,1,1,1,0,0,1,7 979 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure Pack,Essence /,12 182 km,/ 2023 /,Manuelle,1,1,1,1,1,0,1,21 999 €
CITROEN,C3,1.2 PureTech 110ch S&S Shine Pack 121-122g,Essence /,17 184 km,/ 2022 /,Manuelle,0,0,1,1,1,1,1,21 999 €
PEUGEOT,2008,1.5 BlueHDi 100ch E6.c Allure S&S BVM5 86g,Diesel /,94 517 km,/ 2019 /,Manuelle,1,1,1,0,1,0,1,21 999 €
LEXUS,Ux,250h 2WD Luxe,Hybride /,6 000 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,21 999 €
VOLKSWAGEN,Golf Sportsvan,1.5 TSI EVO 130ch BlueMotion Technology Confortline Euro6d-T,Essence /,43 376 km,/ 2020 /,Manuelle,1,0,1,1,1,0,1,21 999 €
RENAULT,Twingo,E-Tech Electric Zen R80 Achat Intégral - 21MY,Electrique /,18 221 km,/ 2022 /,Automatique,1,0,0,1,1,0,0,21 999 €
BMW,Serie 3 Touring,320dA MH 190ch M Sport,Diesel M /,107 111 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,21 999 €
PEUGEOT,208,e-208 156ch GT,Electrique /,500 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,21 999 €
SUZUKI,Swift,1.2 Dualjet Hybrid 83ch Privilège,Essence M /,64 012 km,/ 2020 /,Manuelle,1,1,1,1,0,1,1,21 999 €
MERCEDES,Classe A,180 d 116ch Style Line 7G-DCT,Diesel /,92 755 km,/ 2019 /,Automatique,1,1,1,1,1,1,0,21 999 €
RENAULT,Kadjar,1.5 Blue dCi 115ch Intens 112g,Diesel /,54 295 km,/ 2019 /,Manuelle,0,1,1,1,1,1,1,21 999 €
CITROEN,C5 Aircross,PureTech 130ch S&S Live E6.d 145g,Essence /,61 781 km,/ 2020 /,Manuelle,1,0,1,1,1,0,0,21 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure,Essence /,50 252 km,/ 2020 /,Manuelle,1,1,1,1,1,0,0,21 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S Allure EAT8 7cv,Essence /,34 639 km,/ 2020 /,Automatique,1,1,1,1,1,0,0,21 999 €
PEUGEOT,308,1.2 Puretech 130ch Allure S&S EAT6 5p,Essence /,35 634 km,/ 2016 /,Automatique,1,1,1,0,1,1,0,21 999 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Allure,Essence /,26 541 km,/ 2021 /,Manuelle,1,1,1,1,1,0,1,21 999 €
FORD,Puma,1.0 EcoBoost 125ch mHEV ST-Line X,Essence M /,37 679 km,/ 2020 /,Manuelle,1,0,1,1,1,0,1,21 999 €
MERCEDES,Eqs,580 544ch AMG Line 4Matic,Electrique /,990 km,/ 2023 /,Automatique,0,1,1,1,1,0,0,21 999 €
RENAULT,Clio,1.3 TCe 140ch Techno,Essence /,11 285 km,/ 2023 /,Manuelle,0,1,1,1,1,1,1,21 999 €
MERCEDES,Classe B,250 e 163+109ch AMG Line 8G-DCT,Hybride R /,8 000 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,21 999 €
MERCEDES,Classe A,180 Sensation 7G-DCT,Essence /,52 294 km,/ 2018 /,Automatique,1,1,1,1,1,1,0,21 999 €
CITROEN,Berlingo Van,M 800kg Electrique 136ch Batterie 50 kWh,Electrique /,30 km,/ 2022 /,Automatique,0,0,1,1,0,0,0,21 999 €
TOYOTA,Prius,122h Lounge,Hybride /,57 391 km,/ 2017 /,Automatique,0,0,1,1,1,1,1,21 999 €
PEUGEOT,2008,1.2 PureTech 130ch S&S GT Line 124g,Essence /,39 517 km,/ 2020 /,Manuelle,1,1,1,1,1,0,0,21 999 €
SUZUKI,Swift,1.2 Dualjet Hybrid 83ch Privilège,Essence M /,48 985 km,/ 2020 /,Manuelle,1,1,1,1,0,1,1,21 999 €
RENAULT,Megane Estate,1.5 Blue dCi 115ch Intens -21N,Diesel /,16 417 km,/ 2023 /,Manuelle,0,0,1,1,1,1,1,21 999 €
RENAULT,Twingo,E-Tech Electric Zen R80 Achat Intégral - 21MY,Electrique /,27 484 km,/ 2021 /,Automatique,1,0,0,1,1,0,0,21 999 €
RENAULT,Clio,1.0 TCe 90ch Limited -21N,Essence /,46 555 km,/ 2022 /,Manuelle,1,1,1,1,0,0,1,21 999 €
RENAULT,Scenic,1.3 TCe 140ch energy Intens,Essence /,50 193 km,/ 2018 /,Manuelle,0,1,1,1,1,1,1,21 999 €
NISSAN,Qashqai,1.3 Mild Hybrid 140ch Premiere Edition,Essence M /,45 416 km,/ 2021 /,Manuelle,0,0,1,1,1,1,0,21 999 €
RENAULT,Scenic,1.3 TCe 140ch FAP Intens EDC,Essence /,16 000 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,22 277 €
PEUGEOT,2008,1.5 BlueHDi 130ch S&S Allure EAT8,Diesel /,6 000 km,/ 2024 /,Automatique,1,1,1,1,1,0,1,22 277 €
PEUGEOT,108,VTi 72 Style S&S 4cv 3p,Essence /,51 858 km,/ 2021 /,Manuelle,1,0,0,1,0,0,0,22 277 €
BMW,Serie 2 Active Tourer,218iA 140ch Sport DKG7,Essence /,26 459 km,/ 2019 /,Automatique,1,1,1,1,1,0,1,22 277 €
RENAULT,Captur,1.2 TCe 120ch Helly Hansen EDC,Essence /,85 143 km,/ 2015 /,Automatique,1,0,1,1,1,1,0,22 277 €
MERCEDES,Classe A,180 d 116ch Progressive Line 7G-DCT,Diesel /,75 900 km,/ 2020 /,Automatique,0,1,1,1,1,1,1,22 277 €
PEUGEOT,2008,e-2008 136ch GT,Electrique /,1 000 km,/ 2023 /,Automatique,1,1,1,1,1,1,1,22 277 €
TOYOTA,Corolla,184h Design MY19,Hybride /,21 086 km,/ 2020 /,Automatique,1,1,1,1,1,1,0,22 277 €
TOYOTA,Yaris,HSD 100h Style 5p,Hybride /,64 172 km,/ 2013 /,Automatique,1,0,1,1,1,1,0,22 277 €
FORD,Puma,1.0 Flexifuel 125ch Titanium,Essence B /,33 337 km,/ 2022 /,Manuelle,1,0,1,1,0,0,1,22 277 €
CITROEN,C3 Aircross,PureTech 82ch Shine,Essence /,47 738 km,/ 2017 /,Manuelle,1,0,1,1,1,0,1,22 277 €
PEUGEOT,208,e-208 136ch Active,Electrique /,15 244 km,/ 2022 /,Automatique,1,0,1,1,1,0,0,22 277 €
BMW,X1,ixDrive30 313ch M Sport,Electrique /,2 723 km,/ 2023 /,Automatique,0,0,1,1,1,1,1,22 277 €
RENAULT,Captur,1.0 TCe 100ch Business GPL -21,Gpl /,30 744 km,/ 2021 /,Manuelle,1,1,1,1,0,1,1,22 277 €
PEUGEOT,2008,1.2 PureTech 100ch S&S Active 5cv,Essence /,27 408 km,/ 2020 /,Manuelle,1,1,1,1,0,0,1,22 277 €
AUDI,Q5 Sportback,50 TFSI e 299ch S line quattro S tronic 7,Hybride R /,210 km,/ 2022 /,Automatique,0,0,1,1,1,1,1,22 277 €
RENAULT,Zoe,E-Tech Life charge normale R110 Achat Intégral - 21,Electrique /,24 415 km,/ 2022 /,Automatique,1,1,1,0,0,0,0,22 277 €
RENAULT,Arkana,1.3 TCe 160ch FAP RS Line EDC -21B,Essence M /,56 205 km,/ 2021 /,Automatique,0,0,1,1,1,1,1,22 277 €
DS,Ds 3 Crossback,BlueHDi 130ch Performance Line + Automatique 126g,Diesel /,83 616 km,/ 2021 /,Automatique,1,0,1,1,1,1,1,22 277 €
